date,pr
26-01-2017,32.7
27-01-2017,0.9
28-01-2017,3.7
29-01-2017,9.3
30-01-2017,
31-01-2017,
01-02-2017,
02-02-2017,1
03-02-2017,2.5
04-02-2017,0
05-02-2017,
06-02-2017,0
07-02-2017,
08-02-2017,
09-02-2017,0
10-02-2017,
11-02-2017,9.8
12-02-2017,25.5
13-02-2017,3
14-02-2017,0
15-02-2017,4.5
16-02-2017,
17-02-2017,
18-02-2017,0
19-02-2017,1
20-02-2017,1
21-02-2017,0
22-02-2017,
23-02-2017,
24-02-2017,11.5
25-02-2017,
26-02-2017,
27-02-2017,1.5
28-02-2017,
01-03-2017,
02-03-2017,110
03-03-2017,77
04-03-2017,16.8
05-03-2017,0
06-03-2017,0
07-03-2017,
08-03-2017,0
09-03-2017,0
10-03-2017,
11-03-2017,0
12-03-2017,
13-03-2017,6.2
14-03-2017,0
15-03-2017,
16-03-2017,1.5
17-03-2017,0
18-03-2017,1
19-03-2017,
20-03-2017,0
21-03-2017,9
22-03-2017,0
23-03-2017,
24-03-2017,
25-03-2017,
26-03-2017,0
27-03-2017,
28-03-2017,105
29-03-2017,4
30-03-2017,9
31-03-2017,
01-04-2017,48
02-04-2017,0
03-04-2017,21
04-04-2017,4.5
05-04-2017,0
06-04-2017,21.7
07-04-2017,34.9
08-04-2017,0
09-04-2017,1
10-04-2017,3.9
11-04-2017,1
12-04-2017,
13-04-2017,
14-04-2017,0
15-04-2017,
16-04-2017,
17-04-2017,35
18-04-2017,8.6
19-04-2017,4.8
20-04-2017,0
21-04-2017,0.5
22-04-2017,22.8
23-04-2017,21.5
24-04-2017,3.7
25-04-2017,
26-04-2017,0
27-04-2017,
28-04-2017,2.5
29-04-2017,0
30-04-2017,4.6
01-05-2017,0
02-05-2017,0
03-05-2017,
04-05-2017,16
05-05-2017,0
06-05-2017,17
07-05-2017,
08-05-2017,0
09-05-2017,2.6
10-05-2017,0
11-05-2017,
12-05-2017,4.8
13-05-2017,5
14-05-2017,68.5
15-05-2017,1.8
16-05-2017,1.3
17-05-2017,37
18-05-2017,4.9
19-05-2017,0
20-05-2017,
21-05-2017,8.8
22-05-2017,57
23-05-2017,18.5
24-05-2017,22.1
25-05-2017,77
26-05-2017,
27-05-2017,9.2
28-05-2017,42
29-05-2017,6.5
30-05-2017,41.4
31-05-2017,0
01-06-2017,
02-06-2017,6.1
03-06-2017,0
04-06-2017,
05-06-2017,0
06-06-2017,4.2
07-06-2017,1.6
08-06-2017,17.7
09-06-2017,0
10-06-2017,
11-06-2017,
12-06-2017,32.8
13-06-2017,1
14-06-2017,
15-06-2017,
16-06-2017,
17-06-2017,5.5
18-06-2017,3.5
19-06-2017,19.5
20-06-2017,19.5
21-06-2017,
22-06-2017,13.2
23-06-2017,9
24-06-2017,10.5
25-06-2017,1
26-06-2017,43
27-06-2017,9
28-06-2017,0.8
29-06-2017,
30-06-2017,
01-07-2017,74.7
02-07-2017,
03-07-2017,22.4
04-07-2017,
05-07-2017,
06-07-2017,3.4
07-07-2017,5.5
08-07-2017,0
09-07-2017,0
10-07-2017,1.5
11-07-2017,
12-07-2017,45
13-07-2017,17.2
14-07-2017,2
15-07-2017,36
16-07-2017,31.6
17-07-2017,
18-07-2017,0
19-07-2017,
20-07-2017,12.5
21-07-2017,3
22-07-2017,
23-07-2017,
24-07-2017,0
25-07-2017,
26-07-2017,
27-07-2017,0
28-07-2017,
29-07-2017,
30-07-2017,0
31-07-2017,
01-08-2017,0
02-08-2017,0
03-08-2017,
04-08-2017,0
05-08-2017,
06-08-2017,
07-08-2017,2
08-08-2017,1.6
09-08-2017,0.5
10-08-2017,
11-08-2017,16.6
12-08-2017,
13-08-2017,61.5
14-08-2017,15.5
15-08-2017,16.2
16-08-2017,12.8
17-08-2017,4.4
18-08-2017,
19-08-2017,0
20-08-2017,
21-08-2017,1
22-08-2017,80
23-08-2017,20.5
24-08-2017,0
25-08-2017,15
26-08-2017,12
27-08-2017,16.7
28-08-2017,
29-08-2017,2.5
30-08-2017,69.5
31-08-2017,2
01-09-2017,
02-09-2017,0
03-09-2017,30.6
04-09-2017,
05-09-2017,6.5
06-09-2017,31
07-09-2017,1
08-09-2017,0
09-09-2017,56.5
10-09-2017,
11-09-2017,25.7
12-09-2017,5
13-09-2017,
14-09-2017,
15-09-2017,27.5
16-09-2017,
17-09-2017,1.1
18-09-2017,2
19-09-2017,12
20-09-2017,12.5
21-09-2017,21.6
22-09-2017,29.5
23-09-2017,
24-09-2017,
25-09-2017,
26-09-2017,1
27-09-2017,
28-09-2017,15.9
29-09-2017,2
30-09-2017,
01-10-2017,
02-10-2017,
03-10-2017,
04-10-2017,73.5
05-10-2017,
06-10-2017,
07-10-2017,
08-10-2017,13.2
09-10-2017,9
10-10-2017,2.5
11-10-2017,35.9
12-10-2017,1.5
13-10-2017,15
14-10-2017,
15-10-2017,4
16-10-2017,
17-10-2017,
18-10-2017,
19-10-2017,
20-10-2017,
21-10-2017,55
22-10-2017,41.4
23-10-2017,2
24-10-2017,3
25-10-2017,0.5
26-10-2017,52.5
27-10-2017,14.7
28-10-2017,7.2
29-10-2017,3
30-10-2017,9
31-10-2017,13
01-11-2017,4.5
02-11-2017,1
03-11-2017,1.9
04-11-2017,22
05-11-2017,77
06-11-2017,1.5
07-11-2017,0
08-11-2017,
09-11-2017,6
10-11-2017,14
11-11-2017,0
12-11-2017,29
13-11-2017,2
14-11-2017,24
15-11-2017,
16-11-2017,60.5
17-11-2017,
18-11-2017,
19-11-2017,16
20-11-2017,16
21-11-2017,7.5
22-11-2017,0
23-11-2017,6
24-11-2017,52.5
25-11-2017,19.3
26-11-2017,9
27-11-2017,27.2
28-11-2017,16.6
29-11-2017,3.7
30-11-2017,2.2
01-12-2017,2
02-12-2017,5
03-12-2017,0
04-12-2017,2.4
05-12-2017,7.5
06-12-2017,30.5
07-12-2017,0
08-12-2017,11.7
09-12-2017,5.5
10-12-2017,3
11-12-2017,43.5
12-12-2017,7.3
13-12-2017,0
14-12-2017,0
15-12-2017,
16-12-2017,0
17-12-2017,17.5
18-12-2017,29
19-12-2017,5
20-12-2017,
21-12-2017,1.5
22-12-2017,
23-12-2017,
24-12-2017,
25-12-2017,
26-12-2017,1.2
27-12-2017,
28-12-2017,0
29-12-2017,
30-12-2017,
31-12-2017,8.5
01-01-2018,4.8
02-01-2018,3.5
03-01-2018,2
04-01-2018,
05-01-2018,
06-01-2018,2
07-01-2018,
08-01-2018,
09-01-2018,0
10-01-2018,5.5
11-01-2018,4.3
12-01-2018,19.5
13-01-2018,22.4
14-01-2018,45.2
15-01-2018,116.6
16-01-2018,137.7
17-01-2018,3
18-01-2018,0
19-01-2018,14.6
20-01-2018,1.4
21-01-2018,5
22-01-2018,
23-01-2018,
24-01-2018,0
25-01-2018,1
26-01-2018,2
27-01-2018,0
28-01-2018,
29-01-2018,
30-01-2018,1
31-01-2018,
01-02-2018,
02-02-2018,8.3
03-02-2018,
04-02-2018,
05-02-2018,0
06-02-2018,
07-02-2018,
08-02-2018,0
09-02-2018,
10-02-2018,
11-02-2018,0
12-02-2018,
13-02-2018,
14-02-2018,0
15-02-2018,0
16-02-2018,
17-02-2018,0
18-02-2018,
19-02-2018,
20-02-2018,0
21-02-2018,0.8
22-02-2018,
23-02-2018,0
24-02-2018,14.9
25-02-2018,
26-02-2018,0
27-02-2018,1.9
28-02-2018,
01-03-2018,0
02-03-2018,
03-03-2018,
04-03-2018,
05-03-2018,0
06-03-2018,
07-03-2018,3.5
08-03-2018,15.3
09-03-2018,4.5
10-03-2018,
11-03-2018,
12-03-2018,
13-03-2018,0
14-03-2018,4.3
15-03-2018,
16-03-2018,0
17-03-2018,4.5
18-03-2018,
19-03-2018,0
20-03-2018,
21-03-2018,
22-03-2018,
23-03-2018,
24-03-2018,
25-03-2018,6.5
26-03-2018,13.2
27-03-2018,2
28-03-2018,13.3
29-03-2018,47
30-03-2018,0.5
31-03-2018,0
01-04-2018,
02-04-2018,0
03-04-2018,
04-04-2018,
05-04-2018,0
06-04-2018,1.5
07-04-2018,
08-04-2018,7.5
09-04-2018,
10-04-2018,
11-04-2018,2.5
12-04-2018,4
13-04-2018,
14-04-2018,4.5
15-04-2018,
16-04-2018,3.9
17-04-2018,27.8
18-04-2018,22
19-04-2018,3.4
20-04-2018,12
21-04-2018,
22-04-2018,
23-04-2018,0
24-04-2018,
25-04-2018,
26-04-2018,0.2
27-04-2018,
28-04-2018,
29-04-2018,0
30-04-2018,
01-05-2018,8.3
02-05-2018,0
03-05-2018,
04-05-2018,0
05-05-2018,
06-05-2018,0
07-05-2018,0
08-05-2018,
09-05-2018,
10-05-2018,0
11-05-2018,0
12-05-2018,
13-05-2018,0
14-05-2018,0
15-05-2018,
16-05-2018,
17-05-2018,5.2
18-05-2018,
19-05-2018,2
20-05-2018,15.6
21-05-2018,
22-05-2018,2.5
23-05-2018,
24-05-2018,4
25-05-2018,
26-05-2018,8.5
27-05-2018,0
28-05-2018,39
29-05-2018,59.5
30-05-2018,1.1
31-05-2018,5.2
01-06-2018,47
02-06-2018,23.6
03-06-2018,13.5
04-06-2018,0
05-06-2018,0
06-06-2018,
07-06-2018,0
08-06-2018,0
09-06-2018,
10-06-2018,0
11-06-2018,
12-06-2018,
13-06-2018,
14-06-2018,5.5
15-06-2018,1
16-06-2018,22.1
17-06-2018,
18-06-2018,
19-06-2018,
20-06-2018,2
21-06-2018,
22-06-2018,
23-06-2018,6.5
24-06-2018,
25-06-2018,6.5
26-06-2018,6
27-06-2018,5
28-06-2018,27.4
29-06-2018,11
30-06-2018,2.5
01-07-2018,
02-07-2018,
03-07-2018,15
04-07-2018,7.8
05-07-2018,1
06-07-2018,0
07-07-2018,
08-07-2018,
09-07-2018,0
10-07-2018,46
11-07-2018,40.5
12-07-2018,5
13-07-2018,
14-07-2018,
15-07-2018,0
16-07-2018,
17-07-2018,
18-07-2018,0
19-07-2018,
20-07-2018,
21-07-2018,0
22-07-2018,1.5
23-07-2018,
24-07-2018,0
25-07-2018,
26-07-2018,
27-07-2018,0.8
28-07-2018,48.9
29-07-2018,21
30-07-2018,2
31-07-2018,12.5
01-08-2018,31.4
02-08-2018,2.2
03-08-2018,10
04-08-2018,
05-08-2018,0
06-08-2018,
07-08-2018,8
08-08-2018,14.8
09-08-2018,24.9
10-08-2018,8
11-08-2018,
12-08-2018,0
13-08-2018,
14-08-2018,
15-08-2018,0
16-08-2018,
17-08-2018,
18-08-2018,
19-08-2018,0
20-08-2018,
21-08-2018,0
22-08-2018,
23-08-2018,
24-08-2018,26
25-08-2018,
26-08-2018,
27-08-2018,0
28-08-2018,
29-08-2018,40
30-08-2018,22
31-08-2018,17.5
01-09-2018,0
02-09-2018,7.3
03-09-2018,
04-09-2018,0
05-09-2018,
06-09-2018,2.5
07-09-2018,0
08-09-2018,6.5
09-09-2018,
10-09-2018,0
11-09-2018,20.4
12-09-2018,117.8
13-09-2018,0
14-09-2018,
15-09-2018,
16-09-2018,0
17-09-2018,
18-09-2018,
19-09-2018,5
20-09-2018,5.3
21-09-2018,47
22-09-2018,9.5
23-09-2018,0
24-09-2018,
25-09-2018,0
26-09-2018,15.7
27-09-2018,1
28-09-2018,7.5
29-09-2018,
30-09-2018,0.5
01-10-2018,4
02-10-2018,
03-10-2018,
04-10-2018,25
05-10-2018,0
06-10-2018,
07-10-2018,0
08-10-2018,4.5
09-10-2018,1
10-10-2018,2
11-10-2018,8.7
12-10-2018,3.5
13-10-2018,1
14-10-2018,0
15-10-2018,12.5
16-10-2018,1.4
17-10-2018,
18-10-2018,3.5
19-10-2018,30.9
20-10-2018,
21-10-2018,0.5
22-10-2018,1
23-10-2018,
24-10-2018,
25-10-2018,10.5
26-10-2018,18
27-10-2018,3.5
28-10-2018,0
29-10-2018,0
30-10-2018,0
31-10-2018,5.2
01-11-2018,49.8
02-11-2018,4.3
03-11-2018,13.5
04-11-2018,54.5
05-11-2018,1.5
06-11-2018,0
07-11-2018,22.5
08-11-2018,4.5
09-11-2018,0
10-11-2018,4
11-11-2018,
12-11-2018,8.9
13-11-2018,5.5
14-11-2018,3.5
15-11-2018,38.6
16-11-2018,8.6
17-11-2018,
18-11-2018,
19-11-2018,13.5
20-11-2018,
21-11-2018,0.5
22-11-2018,
23-11-2018,
24-11-2018,25.1
25-11-2018,
26-11-2018,26.6
27-11-2018,3.5
28-11-2018,
29-11-2018,
30-11-2018,13.4
01-12-2018,9.4
02-12-2018,11.4
03-12-2018,2
04-12-2018,
05-12-2018,1
06-12-2018,2
07-12-2018,10.6
08-12-2018,1.5
09-12-2018,3.5
10-12-2018,0.5
11-12-2018,11
12-12-2018,7.9
13-12-2018,22.8
14-12-2018,6
15-12-2018,25.5
16-12-2018,14
17-12-2018,0.5
18-12-2018,0
19-12-2018,17
20-12-2018,8.5
21-12-2018,14.5
22-12-2018,8.6
23-12-2018,2
24-12-2018,0
25-12-2018,
26-12-2018,3.5
27-12-2018,0.2
28-12-2018,15.8
29-12-2018,9
30-12-2018,17
31-12-2018,0.6
01-01-2019,2.6
02-01-2019,1.5
03-01-2019,8.5
04-01-2019,1
05-01-2019,0
06-01-2019,
07-01-2019,0
08-01-2019,9.5
09-01-2019,1.5
10-01-2019,0
11-01-2019,
12-01-2019,0
13-01-2019,0
14-01-2019,0
15-01-2019,3.6
16-01-2019,6.3
17-01-2019,
18-01-2019,14.7
19-01-2019,
20-01-2019,5.8
21-01-2019,
22-01-2019,
23-01-2019,0
24-01-2019,0.8
25-01-2019,
26-01-2019,0
27-01-2019,
28-01-2019,1
29-01-2019,
30-01-2019,1
31-01-2019,
01-02-2019,1.5
02-02-2019,0
03-02-2019,
04-02-2019,0
05-02-2019,
06-02-2019,0
07-02-2019,0
08-02-2019,1.5
09-02-2019,
10-02-2019,0
11-02-2019,
12-02-2019,5.4
13-02-2019,6.5
14-02-2019,
15-02-2019,0
16-02-2019,
17-02-2019,
18-02-2019,
19-02-2019,0
20-02-2019,
21-02-2019,
22-02-2019,
23-02-2019,
24-02-2019,0
25-02-2019,0.5
26-02-2019,
27-02-2019,
28-02-2019,0
01-03-2019,
02-03-2019,0
03-03-2019,
04-03-2019,
05-03-2019,
06-03-2019,
07-03-2019,
08-03-2019,
09-03-2019,0
10-03-2019,
11-03-2019,
12-03-2019,
13-03-2019,
14-03-2019,
15-03-2019,0
16-03-2019,
17-03-2019,0
18-03-2019,0
19-03-2019,
20-03-2019,0
21-03-2019,0
22-03-2019,
23-03-2019,
24-03-2019,0
25-03-2019,
26-03-2019,0
27-03-2019,0
28-03-2019,2.8
29-03-2019,
30-03-2019,0
31-03-2019,
01-04-2019,3.5
02-04-2019,13.3
03-04-2019,0
04-04-2019,0
05-04-2019,0
06-04-2019,
07-04-2019,0
08-04-2019,
09-04-2019,
10-04-2019,0
11-04-2019,
12-04-2019,
13-04-2019,
14-04-2019,
15-04-2019,
16-04-2019,0
17-04-2019,
18-04-2019,
19-04-2019,0
20-04-2019,1
21-04-2019,
22-04-2019,0
23-04-2019,0
24-04-2019,0.8
25-04-2019,0
26-04-2019,25.8
27-04-2019,1.5
28-04-2019,9.4
29-04-2019,24.1
30-04-2019,
01-05-2019,7.1
02-05-2019,14.5
03-05-2019,
04-05-2019,0
05-05-2019,
06-05-2019,
07-05-2019,2.5
08-05-2019,
09-05-2019,0
10-05-2019,0
11-05-2019,
12-05-2019,1
13-05-2019,
14-05-2019,
15-05-2019,0
16-05-2019,0
17-05-2019,53
18-05-2019,12.6
19-05-2019,19.5
20-05-2019,31.2
21-05-2019,8.5
22-05-2019,0
23-05-2019,2
24-05-2019,0
25-05-2019,5
26-05-2019,
27-05-2019,4
28-05-2019,0
29-05-2019,
30-05-2019,4.5
31-05-2019,0
01-06-2019,
02-06-2019,2.4
03-06-2019,17.1
04-06-2019,6
05-06-2019,7.4
06-06-2019,2
07-06-2019,0.5
08-06-2019,8.5
09-06-2019,1.2
10-06-2019,
11-06-2019,26
12-06-2019,0
13-06-2019,38
14-06-2019,
15-06-2019,10.7
16-06-2019,
17-06-2019,0
18-06-2019,43.7
19-06-2019,4
20-06-2019,3.5
21-06-2019,23.5
22-06-2019,26.5
23-06-2019,41
24-06-2019,3.8
25-06-2019,
26-06-2019,0
27-06-2019,
28-06-2019,
29-06-2019,0
30-06-2019,0
01-07-2019,
02-07-2019,0
03-07-2019,0
04-07-2019,
05-07-2019,0
06-07-2019,0
07-07-2019,
08-07-2019,0
09-07-2019,0
10-07-2019,3.1
11-07-2019,0
12-07-2019,0
13-07-2019,
14-07-2019,0
15-07-2019,1
16-07-2019,6
17-07-2019,0
18-07-2019,
19-07-2019,
20-07-2019,0
21-07-2019,
22-07-2019,
23-07-2019,10.8
24-07-2019,18
25-07-2019,11
26-07-2019,3
27-07-2019,3.5
28-07-2019,0.5
29-07-2019,0
30-07-2019,0
31-07-2019,
01-07-2019,
02-07-2019,0
03-07-2019,0
04-07-2019,
05-07-2019,0
06-07-2019,0
07-07-2019,
08-07-2019,0
09-07-2019,0
10-07-2019,3.1
11-07-2019,0
12-07-2019,0
13-07-2019,
14-07-2019,0
15-07-2019,1
16-07-2019,6
17-07-2019,0
18-07-2019,
19-07-2019,
20-07-2019,0
21-07-2019,
22-07-2019,
23-07-2019,10.8
24-07-2019,18
25-07-2019,11
26-07-2019,3
27-07-2019,3.5
28-07-2019,0.5
29-07-2019,0
30-07-2019,0
31-07-2019,
01-10-2019,0
02-10-2019,0.1
03-10-2019,6.3
04-10-2019,0
05-10-2019,33.5
06-10-2019,0
07-10-2019,0.8
08-10-2019,8.8
09-10-2019,0
10-10-2019,
11-10-2019,
12-10-2019,
13-10-2019,
14-10-2019,1
15-10-2019,0
16-10-2019,1.5
17-10-2019,1.5
18-10-2019,18
19-10-2019,8.5
20-10-2019,0
21-10-2019,14
22-10-2019,11.3
23-10-2019,11.9
24-10-2019,0
25-10-2019,0.5
26-10-2019,0.5
27-10-2019,0
28-10-2019,10
29-10-2019,0
30-10-2019,0
31-10-2019,53.2
01-11-2019,0.5
02-11-2019,40.6
03-11-2019,8
04-11-2019,8.5
05-11-2019,7.5
06-11-2019,2
07-11-2019,1
08-11-2019,0.5
09-11-2019,0.8
10-11-2019,0
11-11-2019,0
12-11-2019,
13-11-2019,0
14-11-2019,17
15-11-2019,
16-11-2019,1
17-11-2019,0
18-11-2019,
19-11-2019,42.4
20-11-2019,1.5
21-11-2019,
22-11-2019,21
23-11-2019,31
24-11-2019,
25-11-2019,0
26-11-2019,11.2
27-11-2019,
28-11-2019,0
29-11-2019,0
30-11-2019,18.5
01-12-2019,0
02-12-2019,11.1
03-12-2019,19.3
04-12-2019,0
05-12-2019,0
06-12-2019,13.5
07-12-2019,2
08-12-2019,1.1
09-12-2019,95.7
10-12-2019,16.5
11-12-2019,18.2
12-12-2019,23.4
13-12-2019,52.8
14-12-2019,2.5
15-12-2019,1
16-12-2019,2.2
17-12-2019,0
18-12-2019,
19-12-2019,11.2
20-12-2019,2.5
21-12-2019,6
22-12-2019,0
23-12-2019,0
24-12-2019,5.5
25-12-2019,0
26-12-2019,0
27-12-2019,0
28-12-2019,0.7
29-12-2019,0
30-12-2019,0
31-12-2019,0
01-01-2020,0
02-01-2020,0
03-01-2020,1.3
04-01-2020,1.3
05-01-2020,
06-01-2020,1
07-01-2020,73.7
08-01-2020,4.3
09-01-2020,
10-01-2020,1.5
11-01-2020,
12-01-2020,18.1
13-01-2020,0
14-01-2020,9.6
15-01-2020,40.1
16-01-2020,0
17-01-2020,14.1
18-01-2020,0
19-01-2020,0
20-01-2020,1
21-01-2020,0.2
22-01-2020,0
23-01-2020,
24-01-2020,
25-01-2020,0
26-01-2020,
27-01-2020,0
28-01-2020,0
29-01-2020,0
30-01-2020,0
31-01-2020,0
01-02-2020,0
02-02-2020,0
03-02-2020,0
04-02-2020,
05-02-2020,0
06-02-2020,0
07-02-2020,0.3
08-02-2020,0
09-02-2020,8.1
10-02-2020,1.2
11-02-2020,8.1
12-02-2020,0
13-02-2020,0
14-02-2020,0
15-02-2020,0
16-02-2020,0
17-02-2020,10.4
18-02-2020,13.6
19-02-2020,0.8
20-02-2020,3
21-02-2020,1.5
22-02-2020,0.3
23-02-2020,
24-02-2020,0.5
25-02-2020,
26-02-2020,0
27-02-2020,0
28-02-2020,0
29-02-2020,0
01-03-2020,0
02-03-2020,0
03-03-2020,0
04-03-2020,0.8
05-03-2020,6.5
06-03-2020,14.6
07-03-2020,0
08-03-2020,0
09-03-2020,0
10-03-2020,0
11-03-2020,0
12-03-2020,0
13-03-2020,2.4
14-03-2020,0
15-03-2020,2.4
16-03-2020,0
17-03-2020,0
18-03-2020,0
19-03-2020,0
20-03-2020,0
21-03-2020,
22-03-2020,0
23-03-2020,0
24-03-2020,0
25-03-2020,0
26-03-2020,0
27-03-2020,0
28-03-2020,0
29-03-2020,0
30-03-2020,0
31-03-2020,0
01-04-2020,0
02-04-2020,0
03-04-2020,0
04-04-2020,
05-04-2020,0
06-04-2020,5.6
07-04-2020,0
08-04-2020,0
09-04-2020,0
10-04-2020,0
11-04-2020,12
12-04-2020,0
13-04-2020,0
14-04-2020,
15-04-2020,9.5
16-04-2020,0
17-04-2020,0
18-04-2020,
19-04-2020,
20-04-2020,0
21-04-2020,0
22-04-2020,
23-04-2020,0
24-04-2020,0.3
25-04-2020,2.3
26-04-2020,0
27-04-2020,0
28-04-2020,20
29-04-2020,24.5
30-04-2020,
01-05-2020,1.5
02-05-2020,0
03-05-2020,5.2
04-05-2020,0
05-05-2020,0
06-05-2020,0
07-05-2020,43.8
08-05-2020,0
09-05-2020,1
10-05-2020,4
11-05-2020,0
12-05-2020,0
13-05-2020,20.5
14-05-2020,1.2
15-05-2020,0
16-05-2020,0
17-05-2020,0
18-05-2020,0
19-05-2020,0
20-05-2020,0
21-05-2020,0
22-05-2020,0.1
23-05-2020,0
24-05-2020,4.7
25-05-2020,12
26-05-2020,14.1
27-05-2020,30.5
28-05-2020,9.8
29-05-2020,0
30-05-2020,0
31-05-2020,0
01-06-2020,0
02-06-2020,23.2
03-06-2020,16.5
04-06-2020,0
05-06-2020,0
06-06-2020,3.2
07-06-2020,0.5
08-06-2020,1
09-06-2020,23.4
10-06-2020,20.8
11-06-2020,20.3
12-06-2020,6
13-06-2020,47
14-06-2020,16.8
15-06-2020,0.5
16-06-2020,10
17-06-2020,28
18-06-2020,7.5
19-06-2020,9.9
20-06-2020,5
21-06-2020,0
22-06-2020,14.9
23-06-2020,0.9
24-06-2020,53.6
25-06-2020,33.1
26-06-2020,2.5
27-06-2020,7
28-06-2020,
29-06-2020,8.9
30-06-2020,2
01-07-2020,33.5
02-07-2020,0
03-07-2020,1
04-07-2020,4.3
05-07-2020,0
06-07-2020,1.5
07-07-2020,0
08-07-2020,0
09-07-2020,4.7
10-07-2020,25.5
11-07-2020,62.1
12-07-2020,4.1
13-07-2020,0
14-07-2020,24
15-07-2020,48.6
16-07-2020,0
17-07-2020,0
18-07-2020,
19-07-2020,5.6
20-07-2020,
21-07-2020,0.3
22-07-2020,0
23-07-2020,0.2
24-07-2020,35.6
25-07-2020,4.6
26-07-2020,0
27-07-2020,0
28-07-2020,0
29-07-2020,0.7
30-07-2020,35.5
31-07-2020,21.5
01-08-2020,0.1
02-08-2020,0
03-08-2020,0
04-08-2020,2.6
05-08-2020,13.4
06-08-2020,3.3
07-08-2020,11.4
08-08-2020,0
09-08-2020,0
10-08-2020,0
11-08-2020,0
12-08-2020,0
13-08-2020,0.1
14-08-2020,22.7
15-08-2020,11.1
16-08-2020,0
17-08-2020,1.8
18-08-2020,23.8
19-08-2020,29
20-08-2020,7.7
21-08-2020,
22-08-2020,0
23-08-2020,1
24-08-2020,7.3
25-08-2020,0.1
26-08-2020,0
27-08-2020,0.1
28-08-2020,0
29-08-2020,0
30-08-2020,0.4
31-08-2020,0
01-09-2020,0
02-09-2020,0
03-09-2020,0
04-09-2020,2
05-09-2020,2.5
06-09-2020,2.8
07-09-2020,62.7
08-09-2020,27
09-09-2020,0
10-09-2020,1.3
11-09-2020,3.5
12-09-2020,47.6
13-09-2020,16.3
14-09-2020,11.2
15-09-2020,
16-09-2020,
17-09-2020,
18-09-2020,
19-09-2020,
20-09-2020,
21-09-2020,
22-09-2020,
23-09-2020,
24-09-2020,
25-09-2020,
26-09-2020,
27-09-2020,
28-09-2020,29.3
29-09-2020,0
30-09-2020,1.9
01-10-2020,0
02-10-2020,0.8
03-10-2020,0
04-10-2020,8.4
05-10-2020,8.2
06-10-2020,11
07-10-2020,0
08-10-2020,0.1
09-10-2020,0
10-10-2020,2.7
11-10-2020,15.8
12-10-2020,9.7
13-10-2020,2.1
14-10-2020,6.2
15-10-2020,3
16-10-2020,47.4
17-10-2020,0
18-10-2020,0
19-10-2020,0
20-10-2020,25.9
21-10-2020,4
22-10-2020,33.2
23-10-2020,13.6
24-10-2020,22.7
25-10-2020,1
26-10-2020,0
27-10-2020,12.1
28-10-2020,0
29-10-2020,0
30-10-2020,3
31-10-2020,0
01-11-2020,0
02-11-2020,31.3
03-11-2020,0
04-11-2020,0.9
05-11-2020,3
06-11-2020,1
07-11-2020,0
08-11-2020,21.5
09-11-2020,21.1
10-11-2020,17.3
11-11-2020,
12-11-2020,1.1
13-11-2020,0
14-11-2020,0.8
15-11-2020,3.2
16-11-2020,1.3
17-11-2020,17
18-11-2020,11.5
19-11-2020,0
20-11-2020,2.5
21-11-2020,3.5
22-11-2020,18.2
23-11-2020,4.5
24-11-2020,13.2
25-11-2020,21.4
26-11-2020,51.6
27-11-2020,191.4
28-11-2020,34.2
29-11-2020,2
30-11-2020,1.8
01-12-2020,1.8
02-12-2020,13.6
03-12-2020,10
04-12-2020,1.4
05-12-2020,126.7
06-12-2020,11.6
07-12-2020,
08-12-2020,14.9
09-12-2020,2.3
10-12-2020,0
11-12-2020,
12-12-2020,0.2
13-12-2020,1.4
14-12-2020,0
15-12-2020,0
16-12-2020,
17-12-2020,2.2
18-12-2020,2.5
19-12-2020,13.6
20-12-2020,4.4
21-12-2020,1
22-12-2020,0.8
23-12-2020,0
24-12-2020,
25-12-2020,0
26-12-2020,
27-12-2020,0.9
28-12-2020,0
29-12-2020,0
30-12-2020,0
31-12-2020,1.2
